mean_b;mean_g;mean_r;std_b;std_g;std_r;area;perimeter;circularity;aspect_ratio;solidity;extent;std_gray;entropy;hu1;hu2;hu3;hu4;hu5;hu6;hu7;label
43.601637828556335;46.16549993395852;48.2580900805706;24.443110761030184;25.599177225023606;26.026701822631697;7428.0;341.16146886348724;0.8019768054363396;1.099009900990099;0.9852765618782332;0.6625635536526626;25.560822481386563;0.374851494987662;0.7425817076739882;2.1398238760412864;4.901035469726333;6.017940445186561;11.37611618364732;7.112969347849547;-11.720482648149503;0
45.9996375498369;49.50598042769119;51.421891989851396;19.47732205754582;19.93673985347449;19.974167058085538;5395.0;282.1076457500458;0.851866617553643;0.8478260869565217;0.988457310370099;0.7518115942028986;19.876890369050276;0.36874869931522347;0.7674292086314851;2.4251321640723815;5.152861788211364;6.424608575035123;11.795846643565293;7.6485185214688896;11.951058742716805;0
42.84432284541724;46.828180574555404;58.690424076607385;19.9595926949159;21.420205359596494;21.367216119970887;7171.5;328.4335460662842;0.8354584348164927;0.9245283018867925;0.9776429691227592;0.6903638814016172;21.071954148423426;0.371727933990156;0.768689603676629;2.476726940816509;5.0789108372937575;7.013838626455905;11.963844013924529;8.307047396236763;11.997225034525643;0
57.72075161157591;72.11191880400493;92.12481141132903;20.68559320700692;25.379243023471382;30.582630259222412;7152.0;322.39191579818726;0.8647072171081813;1.1666666666666667;0.9873679850900807;0.7568253968253968;26.040531223567868;0.42023102602368245;0.7845079233327817;2.8028000668071944;4.936112211108702;6.862833233872587;-11.934117398267901;-8.297695794635176;11.976670253826109;0
48.27304628224583;55.45684749620637;69.11589529590289;22.59067234137783;24.482555427466757;32.11838870514585;10344.0;470.9015830755234;0.5861895540219907;1.3364485981308412;0.881841432225064;0.676034246127704;25.699064127525478;0.4132718766528258;0.7003115471721051;2.069654188927873;3.175240731227038;4.385611355309167;8.169884843655977;5.420504189306087;-9.039711135773251;0
41.80494037478705;44.64548551959114;50.72333901192504;20.32013652354374;21.04636422880425;20.904205548995236;5746.5;292.63455617427826;0.8432610810624543;1.0222222222222221;0.9850861403959887;0.6940217391304347;20.872563558934257;0.3546431807071479;0.7663230360257007;2.415951920650354;5.98059223523633;7.222388114933012;-11.99415671244697;-8.442351181828936;-11.997209983818246;0
43.12879383550873;45.52256644126435;46.527755936468;20.74962326214877;21.43713224139293;21.580937998606576;6227.5;303.6639940738678;0.8486663846380149;1.1904761904761905;0.9863002850807728;0.7413690476190476;21.384975680927905;0.37024773227057367;0.7745367947318816;2.554718545253399;5.1184191848739555;6.650634816104934;-11.9577404612341;-8.424031179705121;-11.8951242119075;0
43.21760756030838;46.06830804940728;46.993202354306554;22.67577591270724;23.597785592825378;23.66506079844671;11860.5;464.71781742572784;0.6901352561978028;0.9078014184397163;0.9168244888493796;0.6571642287234043;23.48825285164025;0.3848149167031122;0.7233413734751425;2.100834620477601;3.9290577323944516;5.165940501914361;9.729324498691449;6.217333027168397;10.252749756522107;0
51.97711045779085;59.780029399412015;66.89237715245696;30.655801090422752;34.59011834962956;39.198271415987776;9297.0;530.7005721330643;0.4148141699097488;1.5217391304347827;0.8506336062948899;0.46196273291925466;35.14797594952786;0.4210590683058515;0.5344239209294991;1.2905493101454817;2.337599774255613;2.6472634634289003;5.13975169364478;3.2956352820788757;6.931416611516007;0
68.56673511293634;91.56519507186859;116.38552361396304;23.32885079647622;27.003866179067344;28.66846058516858;1869.5;181.0954531431198;0.7163417123447278;1.4090909090909092;0.951157466293564;0.6853005865102639;26.787031419369914;0.41199989043889035;0.768963192676129;2.555430290603045;3.872719117252793;5.520742559008625;11.016792495604028;-7.722176197861655;-10.214732320564865;0
43.61060988812703;47.057921328040415;48.92944785276073;26.14709278735111;27.556007096671838;28.428125524605612;5420.0;281.7645003795624;0.857899865989968;0.8387096774193549;0.9856337515911984;0.7471739729804245;27.611780884921764;0.38859282986598265;0.7780016562093075;2.6253854137163626;5.166139200286519;6.704222590819706;11.972672982326868;8.777660919255517;-11.913634908403365;0
41.179122664500404;43.57595450852965;46.489642567018684;26.459332304599137;28.380804491222857;28.98702219408765;4809.5;267.1787134408951;0.8466542340961305;1.2465753424657535;0.9874756185196591;0.7239951828992924;28.264654016039707;0.3861989634868343;0.7678982117941668;2.4320919326836092;4.834246667790147;6.2249209257185365;11.580790445745189;7.492670007967319;11.776079450142257;0
48.36596681607297;52.19281277030746;53.813792561138634;25.978646075834394;27.0375064199312;27.47536310287905;12456.5;608.8843370676041;0.42221755992693816;0.8032786885245902;0.7915925266903915;0.46304970075461876;26.999943353266175;0.38452129451950934;0.5199040430797444;1.3079170219435503;2.757194761043816;3.693656756952428;-6.9250444913113585;-4.367574861869743;-7.702585733626883;0
46.46197780678851;50.47323759791123;52.34122062663185;25.13087525589673;25.957523330535576;26.149448432813127;6001.0;298.3919162750244;0.846953142567676;0.9263157894736842;0.9882256072457801;0.717822966507177;25.909680998291897;0.39039353983883396;0.7733469175364044;2.5268271410508385;4.774839534048123;6.357195839510488;-11.80236148082926;-7.870166075001769;-11.689301461006853;0
39.523150710201065;41.48625714812765;42.63327799299022;23.479759067878167;24.806494150333727;25.209877035367743;5299.5;284.4924211502075;0.8228171930780689;0.7326732673267327;0.9864122847836203;0.7090580679689591;24.73510512746759;0.381058085203435;0.7581119397605627;2.3059131898698926;4.67846612532709;6.0226079557334256;11.297689163252379;7.186338889480554;-11.64307143717603;0
42.999798640825574;45.9624968537629;47.86216964510446;24.97052881493449;27.40851938390366;28.86919441430186;19512.5;823.5361387729645;0.3615409180208999;0.6370967741935484;0.7579877634262406;0.4979711106574112;27.494850013535494;0.3966689449842069;0.5172579825463348;1.3190259052830058;2.5384956938845042;3.046017874260585;5.88916425831501;3.7838330615700833;6.178283472942344;0
46.306474313863475;50.12540464461647;51.498170302603796;23.191444320713142;23.97189670703616;24.277330416716175;13986.0;512.2741655111313;0.6697280347835233;0.7597402597402597;0.9210101741793157;0.7762237762237763;23.943680447521736;0.3819386603887998;0.7327729924003316;2.2499265635763313;4.257534573601948;5.455628270916094;-10.619024286468036;-6.619493952623839;-10.357168302529717;0
40.74030309099406;43.298751585553106;44.93597703451499;23.921980496595307;26.263692936008326;26.62390790735981;14712.0;601.5878747701645;0.510838277288031;0.7872340425531915;0.8260527793374509;0.5287521564117309;26.052334860961434;0.40337007036494926;0.6197008903396262;1.6318080834102366;3.557739896897295;4.346639311567607;-8.298757779048968;-5.1698889350332315;10.365216819881107;0
45.170015067805124;52.823455549974895;62.37795077850327;21.999873862698806;23.164843344282524;23.268788329348318;3879.0;241.2792183160782;0.8373168081521812;1.2575757575757576;0.9807838179519596;0.708105147864184;22.95263852169863;0.39233568702689553;0.769305451733463;2.47588419367091;5.497320950787268;6.752986258239681;-11.984717753772403;-8.668384288167688;-11.947901222844468;0
37.97442091800483;38.962341907062665;40.500923689072046;20.57888738952818;21.572496491811194;21.73813967426704;6894.5;324.835568189621;0.8210800245128336;0.6782608695652174;0.9797498934204917;0.7686176142697881;21.47112223426394;0.36864419040091917;0.7596249040892715;2.339271054083816;5.861661107809133;7.025771141490449;-11.985994322870344;-8.325553478478742;11.996214646286786;0
46.69478260869565;55.4655304347826;63.622921739130426;26.78024367028253;33.873631833451164;41.38703476655269;28219.0;1244.7392367124557;0.22887308542267823;1.181132075471698;0.6945616992997526;0.3402133944179878;34.89876549210433;0.4216640609254865;0.40225059006718095;0.9599645964775174;2.485939128075561;2.847711708559917;5.515005638195799;3.3302634117115693;-6.84771983027121;0
48.22793618465716;52.235234215885946;53.344025797691785;22.926477434766614;23.803691820669627;24.27018116480752;5764.5;291.52185928821564;0.8523721614782187;1.1219512195121952;0.9874946466809422;0.7641171792152704;23.815011285536933;0.3856933016606211;0.7795984362035479;2.681533094902271;5.8559452000318135;7.446477210586342;-11.998775293127029;-9.520779853234473;11.996768169204806;0
48.024846834581346;51.06875425459496;53.55360789652825;29.004988809297355;29.50912281572426;29.208197609735667;5752.0;301.50461399555206;0.7951349004153737;0.9484536082474226;0.9781481166567468;0.6445540116539669;29.353646345208023;0.39584400940064585;0.7615543063197153;2.3880856708036893;3.9552745221339145;5.460065772291667;-10.77686933200609;-7.456505601959866;-10.173150970283691;0
37.92241267367874;40.20458382028308;42.82385404492923;22.92803378739087;23.752033457986695;23.870124171146827;15152.5;585.2274831533432;0.5559615161534722;0.8074866310160428;0.8706081760464248;0.5366186209583171;23.666142287999573;0.3726117033660369;0.6306774936854679;1.6277462394034934;3.384463983104822;4.543702196096903;8.670958880882962;5.484176360154256;8.645965306701664;0
46.65310044414076;52.654936795353606;56.40587632388111;22.82315587499023;26.232614501839123;29.519582128635736;22992.0;995.1168744564056;0.2917685206012806;1.881578947368421;0.7152367324083867;0.5288921604711079;26.626574508846222;0.40645133725545657;0.4626670966964486;1.15339485872653;2.215195861490014;2.6916696997506087;5.1889921743417;3.3194480967268074;-5.513873271674589;0
41.65681339800494;44.85842408712364;46.63910496934199;24.09971933579421;25.557481517970082;26.19987325720706;21496.5;852.5899631977081;0.37161838151588866;1.0572916666666667;0.7950036058359067;0.5515317118226601;25.53001582231337;0.39467197421706546;0.660713926562646;2.048787657549689;3.8077292114562953;5.281055737747116;9.842765971145635;-6.457420930149598;10.34001152537136;0
44.951117318435756;47.732541899441344;47.905551675977655;24.46499577569291;25.310323477670636;25.198859598101183;5604.0;292.39191591739655;0.823715557498069;0.946236559139785;0.9819519887857018;0.6847507331378299;25.1687082388213;0.3842390050382013;0.7614620088801913;2.360093654179343;4.318774360373955;5.751492381962718;-10.868786147987231;-6.987031677332626;-10.939374007609684;0
38.3278399887316;39.75857454750334;42.04035495457426;29.81111382623258;31.952792395431562;33.35933123421062;13947.0;575.7300107479095;0.5287531021940597;1.0318471337579618;0.8367781610919454;0.5483604623732012;32.04463896812543;0.40039046790328703;0.6683304114815065;1.991265711439732;2.959447681379639;3.902160883291695;-7.576327533028042;-5.119184076937976;-7.418629864935791;0
